generation,member,mean_conc,ar_rate,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
7,gen=6_member=506_pso,0.0491629,6.84512,1,0.0114049,0.475199,0.475199,1,-999
7,gen=5_member=453_pso,0.0323251,7.02983,1,0.00990799,0.471991,0.471991,1,-999
7,gen=6_member=513_pso,0.190233,6.02098,1,0.0142571,0.480717,0.480717,1,-999
7,gen=6_member=519_pso,0.0467824,6.87225,1,0.00658401,0.472494,0.472494,1,-999
7,gen=6_member=558_pso,0.172409,6.09502,1,0.0126432,0.481745,0.481745,1,-999
7,gen=6_member=597_pso,0.0248125,7.13081,1,0.0113105,0.46881,0.46881,1,-999
7,gen=4_member=368_pso,0.0538861,6.80258,1,0.0106876,0.477222,0.477222,1,-999
7,gen=5_member=420_pso,0.00646839,7.4305,2,0.241986,0.473426,0.473426,1,-999
7,gen=6_member=502_pso,0.0345875,6.99571,1,0.0101439,0.468283,0.468283,1,-999
7,gen=3_member=253_pso,0.0363793,6.97884,1,0.00990531,0.468532,0.468532,1,-999
7,gen=6_member=564_pso,0.0339299,7.01163,1,0.00728973,0.468224,0.468224,1,-999
7,gen=6_member=523_pso,0.121183,6.33728,1,0.0161339,0.481147,0.481147,1,-999
7,gen=5_member=465_pso,0.0660064,6.69536,1,0.00816664,0.482376,0.482376,1,-999
7,gen=5_member=457_pso,0.00465274,7.51609,1,0.000824144,0.465973,0.465973,1,-999
7,gen=3_member=270_pso,0.00333395,7.60996,1,0.00245507,0.464879,0.464879,1,-999
7,gen=5_member=407_pso,0.0643855,6.70095,1,0.00691332,0.483274,0.483274,1,-999
7,gen=6_member=541_pso,0.00869856,7.34752,1,0.00415403,0.473144,0.473144,1,-999
7,gen=6_member=537_pso,0.0663575,6.68579,1,0.00674595,2.48284,2.48284,1,-999
7,gen=5_member=467_pso,0.00997817,7.29499,1,0.00267506,0.473745,0.473745,1,-999
7,gen=5_member=483_pso,0.0113706,7.26319,1,0.00624714,0.472665,0.472665,1,-999
7,gen=5_member=425_pso,0.0122176,7.2337,1,0.00558123,0.475364,0.475364,1,-999
7,gen=4_member=310_pso,0.00452216,7.52469,1,0.00522519,0.467703,0.467703,1,-999
7,gen=5_member=474_pso,0.010611,7.28511,1,0.00462178,0.47584,0.47584,1,-999
7,gen=4_member=313_pso,0.00738792,7.38661,1,0.00448705,0.475109,0.475109,1,-999
7,gen=6_member=552_pso,0.042073,6.92444,1,0.00395956,0.472584,0.472584,1,-999
7,gen=5_member=409_pso,0.00820615,7.35966,1,0.00387529,0.47161,0.47161,1,-999
7,gen=6_member=543_pso,0.0071227,7.4069,1,0.00412261,0.473497,0.473497,1,-999
7,gen=6_member=508_pso,0.0121195,7.23882,1,0.00350809,0.474216,0.474216,1,-999
7,gen=5_member=441_pso,0.0247343,7.13711,1,0.00328163,0.470192,0.470192,1,-999
7,gen=6_member=595_pso,0.00214505,7.71196,1,0.00235168,0.464158,0.464158,1,-999
7,gen=6_member=591_pso,0.0102546,7.29384,1,0.002621,0.474005,0.474005,1,-999
7,gen=6_member=586_pso,0.00167202,7.77026,1,0.00102599,0.469457,0.469457,1,-999
7,gen=5_member=438_pso,0.00279824,7.64919,1,0.00244704,0.467417,0.467417,1,-999
7,gen=5_member=496_pso,0.00832366,7.35699,1,0.00203924,0.472092,0.472092,1,-999
7,gen=6_member=582_pso,0.00119286,7.84448,1,0.00152338,0.464551,0.464551,1,-999
7,gen=6_member=549_pso,0.00148882,7.7886,1,0.00148697,0.467417,0.467417,1,-999
7,gen=5_member=419_pso,0.002564,7.66213,1,0.00135293,0.464868,0.464868,1,-999
7,gen=3_member=297_pso,0.00236749,7.69187,1,0.00112377,0.461426,0.461426,1,-999
7,gen=5_member=482_pso,0.000891618,7.90038,1,0.000997713,0.473534,0.473534,1,-999
7,gen=5_member=431_pso,0.00274308,7.65348,1,0.000970083,0.466746,0.466746,1,-999
7,gen=4_member=318_pso,0.000740784,7.93988,1,0.000852359,0.464838,0.464838,1,-999
7,gen=5_member=460_pso,0.0024164,7.68899,1,0.000813837,0.461766,0.461766,1,-999
7,gen=6_member=587_pso,0.000629571,7.95835,1,0.000784732,0.460881,0.460881,1,-999
7,gen=6_member=588_pso,0.00155191,7.78572,1,0.000758714,0.468046,0.468046,1,-999
7,gen=6_member=531_pso,0.000981695,7.87872,1,0.000719593,0.471414,0.471414,1,-999
7,gen=5_member=475_pso,0.00106537,7.86639,1,0.000576824,0.46869,0.46869,1,-999
7,gen=4_member=330_pso,0.00112098,7.85459,1,0.000527964,0.466111,0.466111,1,-999
7,gen=6_member=534_pso,0.000664225,7.95574,1,0.000232884,0.461436,0.461436,1,-999
7,gen=5_member=449_pso,0.0247743,7.13529,1,0.000323553,0.46979,0.46979,1,-999
7,gen=6_member=576_pso,0.223381,5.89626,1,0,7.47247,7.47247,1,-999
7,gen=3_member=234_pso,0.251606,5.9146,4,1e+30,0.473231,0.473231,1,-999
7,gen=5_member=415_pso,0.000488018,8,2,1e+30,9.4522,9.4522,1,-999
7,gen=5_member=472_pso,0.0973489,6.56774,3,0.397914,0.474153,0.474153,1,-999
7,gen=6_member=577_pso,0.067651,6.69005,2,0.0677532,0.483649,0.483649,1,-999
8,gen=8_member=700_pso,0.0226444,7.15495,1,0.0262797,0.469556,0.469556,1,-999
8,gen=8_member=702_pso,0.110987,6.3942,1,0.0109836,0.482511,0.482511,1,-999
8,gen=8_member=705_pso,0.0783224,6.59404,1,0.0167398,3.48777,3.48777,1,-999
8,gen=8_member=707_pso,0.167256,6.11088,1,0.0226399,1.48572,1.48572,1,-999
8,gen=8_member=711_pso,0.195198,6.00097,1,0.021379,0.484176,0.484176,1,-999
8,gen=8_member=713_pso,0.192472,6.01211,1,0.0123769,0.48688,0.48688,1,-999
8,gen=8_member=714_pso,0.0237375,7.13309,1,0.00894665,2.47128,2.47128,1,-999
8,gen=8_member=716_pso,0.109042,6.40306,1,0.014197,1.48041,1.48041,1,-999
8,gen=8_member=717_pso,0.227138,5.88079,1,0.0639892,0.47335,0.47335,1,-999
8,gen=8_member=719_pso,0.178726,6.06422,1,0.0293805,0.489058,0.489058,1,-999
8,gen=8_member=720_pso,0.0418296,6.92844,1,0.00257384,0.479946,0.479946,1,-999
8,gen=8_member=722_pso,0.170285,6.10628,1,0.014776,0.484504,0.484504,1,-999
8,gen=8_member=727_pso,0.0438656,6.90156,1,0.0102042,0.478806,0.478806,1,-999
8,gen=8_member=728_pso,0.157519,6.16038,1,0.00961072,0.482999,0.482999,1,-999
8,gen=8_member=729_pso,0.0346876,6.9982,2,0.185841,0.476854,0.476854,1,-999
8,gen=8_member=730_pso,0.226432,5.88807,1,0.0333159,0.472336,0.472336,1,-999
8,gen=8_member=732_pso,0.174956,6.08212,1,0.0121184,0.487823,0.487823,1,-999
8,gen=8_member=734_pso,0.203181,5.96236,1,0.0505715,0.482365,0.482365,1,-999
8,gen=8_member=738_pso,0.133294,6.27418,2,0.194363,0.486741,0.486741,1,-999
8,gen=8_member=744_pso,0.0786432,6.59605,2,0.151383,0.487703,0.487703,1,-999
8,gen=8_member=746_pso,0.0529959,6.8135,1,0.0120849,0.478806,0.478806,1,-999
8,gen=8_member=748_pso,0.0783341,6.59763,2,0.0214034,0.488086,0.488086,1,-999
8,gen=8_member=749_pso,0.000525229,8,3,1e+30,0.382639,0.382639,1,-999
8,gen=8_member=751_pso,0.0920393,6.51235,1,0.0253537,0.476388,0.476388,1,-999
8,gen=8_member=753_pso,0.115139,6.36996,1,0.00665649,0.485993,0.485993,1,-999
8,gen=8_member=754_pso,0.0738145,6.62715,1,0.00290034,1.48978,1.48978,1,-999
8,gen=8_member=755_pso,0.0703865,6.65741,1,0.00668174,0.48925,0.48925,1,-999
8,gen=8_member=759_pso,0.123782,6.32285,1,0.00874557,0.488306,0.488306,1,-999
8,gen=8_member=762_pso,0.0611233,6.73074,1,0.00637963,0.482579,0.482579,1,-999
8,gen=8_member=763_pso,0.0736909,6.63234,1,0.00259216,1.49001,1.49001,1,-999
8,gen=8_member=764_pso,0.00352466,7.59814,1,0.00145563,0.440333,0.440333,1,-999
8,gen=8_member=765_pso,0.214238,5.92805,1,0.023869,1.47702,1.47702,1,-999
8,gen=8_member=767_pso,0.00374379,7.57014,1,0.00411632,0.445829,0.445829,1,-999
8,gen=8_member=768_pso,0.0607976,6.73917,1,0.00336205,0.483046,0.483046,1,-999
8,gen=8_member=769_pso,0.186244,6.03306,1,0.0205049,5.48586,5.48586,1,-999
8,gen=8_member=770_pso,0.0740551,6.62964,2,0.0212926,0.489362,0.489362,1,-999
8,gen=8_member=772_pso,0.0034136,7.60282,2,0.109435,0.439426,0.439426,1,-999
8,gen=8_member=776_pso,0.00168046,7.76465,1,0.0063533,0.420507,0.420507,1,-999
8,gen=8_member=779_pso,0.104177,6.43407,1,0.0184483,0.476776,0.476776,1,-999
8,gen=8_member=780_pso,0.0681881,6.67413,2,0.0429064,0.489158,0.489158,1,-999
8,gen=8_member=781_pso,0.129035,6.29872,1,0.0153592,0.488234,0.488234,1,-999
8,gen=8_member=782_pso,0.195164,6.00185,1,0.00811026,0.484377,0.484377,1,-999
8,gen=8_member=783_pso,0.110785,6.40428,2,0.220112,0.480201,0.480201,1,-999
8,gen=8_member=784_pso,0.00052278,8,2,1e+30,2.38264,2.38264,1,-999
8,gen=8_member=785_pso,0.00201433,7.72465,1,0.00705896,0.427701,0.427701,1,-999
8,gen=8_member=786_pso,0.170837,6.09488,1,0.018486,2.48558,2.48558,1,-999
8,gen=8_member=787_pso,0.129198,6.29812,1,0.00583671,0.488238,0.488238,1,-999
8,gen=8_member=788_pso,0.242803,5.82685,1,1e+30,0.467031,0.467031,1,-999
8,gen=8_member=789_pso,0.0718462,6.64602,1,0.00693905,0.487879,0.487879,1,-999
8,gen=8_member=790_pso,0.125827,6.31332,2,0.105003,0.488714,0.488714,1,-999
8,gen=8_member=791_pso,0.0813894,6.57684,1,0.00919541,0.485966,0.485966,1,-999
8,gen=8_member=792_pso,0.0448781,6.89351,1,0.00870622,0.479623,0.479623,1,-999
8,gen=8_member=794_pso,0.119518,6.34597,1,0.010944,0.487814,0.487814,1,-999
8,gen=8_member=795_pso,0.187204,6.03825,3,1e+30,0.48655,0.48655,1,-999
8,gen=8_member=796_pso,0.0737698,6.6341,2,0.0273691,0.490095,0.490095,1,-999
8,gen=8_member=797_pso,0.164158,6.13265,1,0.0296281,0.485155,0.485155,1,-999
8,gen=8_member=798_pso,0.0645722,6.70466,2,0.156278,0.486285,0.486285,1,-999
8,gen=8_member=799_pso,0.040867,6.93531,1,0.0184459,0.481549,0.481549,1,-999
8,gen=4_member=320_pso,0.000474741,8,1,1e+30,3.38264,3.38264,1,-999
8,gen=6_member=530_pso,0.241938,5.82919,1,0,0.467575,0.467575,1,-999
8,gen=6_member=528_pso,0.0945761,6.49318,1,0.0452546,0.476116,0.476116,1,-999
8,gen=6_member=559_pso,0.21328,5.93316,1,0.0456281,0.478203,0.478203,1,-999
8,gen=6_member=512_pso,0.201026,5.97492,1,0.0117042,0.484418,0.484418,1,-999
8,gen=7_member=629_pso,0.103006,6.44355,1,0.0396176,0.476424,0.476424,1,-999
8,gen=6_member=548_pso,0.193233,6.00884,1,0.0111084,0.486084,0.486084,1,-999
8,gen=6_member=578_pso,0.177701,6.07297,1,0.0155594,0.48935,0.48935,1,-999
8,gen=7_member=691_pso,0.164799,6.12738,1,0.0127849,0.4864,0.4864,1,-999
8,gen=5_member=414_pso,0.152694,6.17981,1,0.0398229,0.480082,0.480082,1,-999
8,gen=7_member=686_pso,0.157619,6.15552,1,0.0273967,0.483875,0.483875,1,-999
8,gen=6_member=571_pso,0.0884321,6.53021,1,0.0277242,0.476776,0.476776,1,-999
8,gen=5_member=424_pso,0.14564,6.21489,1,0.03769,0.479778,0.479778,1,-999
8,gen=7_member=603_pso,0.184821,6.04228,1,0.0310235,0.487602,0.487602,1,-999
8,gen=6_member=525_pso,0.219065,5.91079,1,0.0503198,0.475116,0.475116,1,-999
8,gen=4_member=391_pso,0.107476,6.41443,1,0.020077,0.480816,0.480816,1,-999
8,gen=7_member=609_pso,0.200344,5.9766,1,0.0240479,0.484837,0.484837,1,-999
8,gen=5_member=430_pso,0.0239819,7.14822,2,0.0994601,0.471061,0.471061,1,-999
8,gen=6_member=522_pso,0.14356,6.22067,1,0.0289836,0.481053,0.481053,1,-999
8,gen=7_member=679_pso,0.167492,6.11528,2,0.179216,0.486721,0.486721,1,-999
8,gen=4_member=311_pso,0.0173692,7.18439,1,0.0224491,0.468579,0.468579,1,-999
8,gen=6_member=526_pso,0.138616,6.2431,1,0.0258491,0.482772,0.482772,1,-999
8,gen=7_member=652_pso,0.110917,6.39519,1,0.00802622,0.482282,0.482282,1,-999
8,gen=6_member=509_pso,0.0853209,6.54439,1,0.025093,0.479388,0.479388,1,-999
8,gen=7_member=688_pso,0.118531,6.35298,1,0.0178547,0.487357,0.487357,1,-999
8,gen=5_member=434_pso,0.125476,6.31249,1,0.0185242,1.4889,1.4889,1,-999
8,gen=7_member=663_pso,0.214887,5.92908,2,1e+30,0.477207,0.477207,1,-999
8,gen=5_member=436_pso,0.0275053,7.09081,1,0.0232016,0.473411,0.473411,1,-999
8,gen=7_member=623_pso,0.13045,6.29221,1,0.00715056,0.488756,0.488756,1,-999
8,gen=7_member=619_pso,0.0784503,6.59387,1,0.0059493,2.48782,2.48782,1,-999
8,gen=5_member=405_pso,0.174765,6.09213,1,0.0169984,0.486433,0.486433,1,-999
8,gen=7_member=668_pso,0.0743937,6.62278,1,0.0186024,0.490498,0.490498,1,-999
8,gen=5_member=462_pso,0.0414492,6.93226,1,0.00397216,0.480833,0.480833,1,-999
8,gen=5_member=479_pso,0.0369793,6.97206,1,0.0185191,0.480276,0.480276,1,-999
8,gen=5_member=481_pso,0.0134672,7.20248,1,0.0205784,0.470638,0.470638,1,-999
8,gen=6_member=535_pso,0.115191,6.36946,1,0.0140007,0.486111,0.486111,1,-999
8,gen=7_member=680_pso,0.15529,6.16847,1,0.0199123,0.481586,0.481586,1,-999
8,gen=3_member=244_pso,0.171712,6.09904,2,0.0229357,0.484794,0.484794,1,-999
8,gen=4_member=335_pso,0.0304349,7.05394,1,0.0198894,0.471902,0.471902,1,-999
8,gen=5_member=411_pso,0.133044,6.2677,1,0.0196638,1.48679,1.48679,1,-999
8,gen=6_member=565_pso,0.0558283,6.78647,1,0.0188119,0.479398,0.479398,1,-999
8,gen=7_member=672_pso,0.0584448,6.74686,1,0.0184886,0.482304,0.482304,1,-999
8,gen=4_member=340_pso,0.0459754,6.87644,1,0.00785822,0.482095,0.482095,1,-999
8,gen=6_member=563_pso,0.113578,6.38234,1,0.017133,0.484938,0.484938,1,-999
8,gen=4_member=315_pso,0.136901,6.25618,1,0.0175482,0.485232,0.485232,1,-999
8,gen=5_member=461_pso,0.0503191,6.8358,1,0.0158173,0.477776,0.477776,1,-999
8,gen=7_member=698_pso,0.0623435,6.71807,1,0.0132622,0.483393,0.483393,1,-999
8,gen=5_member=429_pso,0.0424053,6.92033,1,0.00739777,0.481172,0.481172,1,-999
8,gen=5_member=440_pso,0.0172044,7.18621,1,0.016102,0.468838,0.468838,1,-999
8,gen=7_member=632_pso,0.0603086,6.74134,1,0.00970917,0.483305,0.483305,1,-999
8,gen=6_member=523_pso,0.121183,6.33728,1,0.0120044,0.487637,0.487637,1,-999
8,gen=7_member=654_pso,0.0698856,6.66126,1,0.011353,0.490178,0.490178,1,-999
8,gen=6_member=504_pso,0.18979,6.02125,1,0.0164616,0.487065,0.487065,1,-999
8,gen=6_member=540_pso,0.0532476,6.80896,1,0.00367335,0.478163,0.478163,1,-999
8,gen=7_member=643_pso,0.0797641,6.58584,1,0.0121288,0.487732,0.487732,1,-999
8,gen=6_member=520_pso,0.0676353,6.67264,1,0.0145592,1.48936,1.48936,1,-999
8,gen=7_member=653_pso,0.186555,6.03356,2,0,3.48577,3.48577,1,-999
8,gen=6_member=513_pso,0.190233,6.02098,1,0.0110664,0.486979,0.486979,1,-999
8,gen=5_member=478_pso,0.122427,6.33656,1,0.0107235,0.487857,0.487857,1,-999
8,gen=6_member=569_pso,0.0823514,6.56696,1,0.0137355,0.48404,0.48404,1,-999
8,gen=5_member=470_pso,0.0715048,6.64868,1,0.00602368,0.487447,0.487447,1,-999
8,gen=6_member=558_pso,0.172409,6.09502,2,0.0679778,0.485644,0.485644,1,-999
8,gen=7_member=636_pso,0.124546,6.31578,1,0.00699221,0.488084,0.488084,1,-999
8,gen=5_member=418_pso,0.0731863,6.63572,1,0.00761224,0.489719,0.489719,1,-999
8,gen=6_member=506_pso,0.0491629,6.84512,1,0.0113642,0.479046,0.479046,1,-999
8,gen=6_member=597_pso,0.0248125,7.13081,1,0.0155485,0.471803,0.471803,1,-999
8,gen=7_member=693_pso,0.0819924,6.57054,1,0.00396962,0.484883,0.484883,1,-999
8,gen=4_member=368_pso,0.0538861,6.80258,1,0.0106495,0.478153,0.478153,1,-999
8,gen=6_member=502_pso,0.0345875,6.99571,1,0.0101077,1.47724,1.47724,1,-999
8,gen=5_member=453_pso,0.0323251,7.02983,1,0.00987261,0.47487,0.47487,1,-999
8,gen=3_member=253_pso,0.0363793,6.97884,1,0.00986993,0.479445,0.479445,1,-999
8,gen=7_member=659_pso,0.0475652,6.86633,1,0.00982373,0.483253,0.483253,1,-999
8,gen=7_member=628_pso,0.132135,6.2828,1,0.00871807,0.486706,0.486706,1,-999
8,gen=4_member=323_pso,0.0643371,6.70769,1,0.00842664,0.485568,0.485568,1,-999
8,gen=5_member=465_pso,0.0660064,6.69536,1,0.00813748,0.487879,0.487879,1,-999
8,gen=6_member=564_pso,0.0339299,7.01163,1,0.0072637,0.473816,0.473816,1,-999
8,gen=7_member=631_pso,0.186284,6.03755,2,0.0659917,3.48643,3.48643,1,-999
8,gen=7_member=682_pso,0.137296,6.25062,1,0.00708022,0.483936,0.483936,1,-999
8,gen=3_member=284_pso,0.130931,6.28752,1,0.0069564,0.487857,0.487857,1,-999
8,gen=5_member=407_pso,0.0643855,6.70095,1,0.00688863,1.48715,1.48715,1,-999
8,gen=6_member=537_pso,0.0663575,6.68579,1,0.00672185,0.487277,0.487277,1,-999
8,gen=7_member=683_pso,0.0328273,7.02567,1,0.00662225,0.474883,0.474883,1,-999
8,gen=6_member=519_pso,0.0467824,6.87225,1,0.0065605,0.483084,0.483084,1,-999
8,gen=5_member=483_pso,0.0113706,7.26319,1,0.00622483,0.470192,0.470192,1,-999
8,gen=5_member=425_pso,0.0122176,7.2337,1,0.0055613,0.473066,0.473066,1,-999
8,gen=4_member=310_pso,0.00452216,7.52469,1,0.00663832,0.453212,0.453212,1,-999
8,gen=7_member=689_pso,0.00639246,7.43002,1,0.00497573,0.46046,0.46046,1,-999
8,gen=7_member=671_pso,0.00339105,7.60174,1,0.00623258,1.43963,1.43963,1,-999
8,gen=5_member=474_pso,0.010611,7.28511,1,0.00727078,0.467827,0.467827,1,-999
8,gen=4_member=313_pso,0.00738792,7.38661,1,0.00447103,0.457967,0.457967,1,-999
8,gen=7_member=635_pso,0.00591693,7.461,1,0.00429176,0.459568,0.459568,1,-999
8,gen=6_member=541_pso,0.00869856,7.34752,1,0.00462409,0.462636,0.462636,1,-999
8,gen=6_member=543_pso,0.0071227,7.4069,1,0.00410789,0.460136,0.460136,1,-999
8,gen=6_member=552_pso,0.042073,6.92444,1,0.00237599,0.480853,0.480853,1,-999
8,gen=5_member=409_pso,0.00820615,7.35966,1,0.0054085,0.46188,0.46188,1,-999
8,gen=7_member=637_pso,0.00932671,7.32719,1,0.00375559,0.46663,0.46663,1,-999
8,gen=6_member=508_pso,0.0121195,7.23882,1,0.00349556,0.474214,0.474214,1,-999
8,gen=5_member=441_pso,0.0247343,7.13711,2,0.0499418,0.470408,0.470408,1,-999
8,gen=7_member=666_pso,0.00535244,7.48003,1,0.00575569,0.455583,0.455583,1,-999
8,gen=7_member=655_pso,0.00960864,7.31828,1,0.0053,0.466685,0.466685,1,-999
9,gen=9_member=801_pso,0.000121253,8,1,1e+30,15.3574,15.3574,1,-999
9,gen=9_member=803_pso,0.183315,6.04278,1,0.0141712,1.49213,1.49213,1,-999
9,gen=9_member=805_pso,0.0137308,7.19574,1,0.0153996,0.464762,0.464762,1,-999
9,gen=9_member=806_pso,0.198595,5.9858,1,0.0212064,1.48808,1.48808,1,-999
9,gen=9_member=807_pso,0.0767304,6.60993,1,0.0105218,0.484004,0.484004,1,-999
9,gen=9_member=808_pso,0.0919041,6.49768,1,0.0253168,2.4808,2.4808,1,-999
9,gen=9_member=810_pso,0.233943,5.86624,1,0.0450388,0.483082,0.483082,1,-999
9,gen=9_member=812_pso,0.203279,5.96744,2,0.118388,0.486506,0.486506,1,-999
9,gen=9_member=814_pso,0.000507549,8,4,-999,9.35745,9.35745,1,-999
9,gen=9_member=817_pso,0.0412262,6.98891,2,0.385121,0.479066,0.479066,1,-999
9,gen=9_member=818_pso,0.0626385,6.71757,1,0.00821483,0.480185,0.480185,1,-999
9,gen=9_member=821_pso,0.0930344,6.5055,2,0.0528203,0.482557,0.482557,1,-999
9,gen=9_member=823_pso,0.0650113,6.70225,1,0.0068786,0.480763,0.480763,1,-999
9,gen=9_member=824_pso,0.175125,6.08313,2,0.0838701,0.489583,0.489583,1,-999
9,gen=9_member=825_pso,0.0357807,6.98883,1,0.00738319,5.47901,5.47901,1,-999
9,gen=9_member=826_pso,0.0598739,6.7427,1,0.0076802,0.480294,0.480294,1,-999
9,gen=9_member=827_pso,0.150944,6.19137,2,0.0254346,0.485392,0.485392,1,-999
9,gen=9_member=833_pso,0.16302,6.12986,1,0.138117,1.48879,1.48879,1,-999
9,gen=9_member=834_pso,0.185692,6.0383,1,0.0046702,0.492511,0.492511,1,-999
9,gen=9_member=836_pso,0.185111,6.04117,1,0.00358743,0.491967,0.491967,1,-999
9,gen=9_member=837_pso,0.0108826,7.26894,1,0.0110499,0.452265,0.452265,1,-999
9,gen=9_member=840_pso,0.0492781,6.84087,1,0.00476397,0.477368,0.477368,1,-999
9,gen=9_member=842_pso,0.179709,6.06028,1,0.0109431,0.492071,0.492071,1,-999
9,gen=9_member=843_pso,0.227556,5.88225,2,0,0.481261,0.481261,1,-999
9,gen=9_member=844_pso,0.199408,5.99645,2,0.0806749,0.49046,0.49046,1,-999
9,gen=9_member=845_pso,0.105011,6.43691,2,0.0749911,0.484878,0.484878,1,-999
9,gen=9_member=846_pso,0.187344,6.03216,1,0.0146109,0.492293,0.492293,1,-999
9,gen=9_member=847_pso,0.0839632,6.55873,1,0.0122362,0.484318,0.484318,1,-999
9,gen=9_member=851_pso,0.122129,6.3354,1,0.00905441,1.48924,1.48924,1,-999
9,gen=9_member=852_pso,0.00736829,7.39833,1,0.0266852,0.433242,0.433242,1,-999
9,gen=9_member=853_pso,0.0383754,6.95621,1,0.0160198,5.48074,5.48074,1,-999
9,gen=9_member=854_pso,0.00866988,7.3473,1,0.0133621,0.436801,0.436801,1,-999
9,gen=9_member=856_pso,0.145824,6.21603,3,0.660341,0.486036,0.486036,1,-999
9,gen=9_member=857_pso,0.00047521,8,3,1e+30,12.3574,12.3574,1,-999
9,gen=9_member=859_pso,0.0757689,6.61409,1,0.00962842,0.483009,0.483009,1,-999
9,gen=9_member=860_pso,0.0107856,7.27942,1,0.00111905,0.450138,0.450138,1,-999
9,gen=9_member=863_pso,0.152797,6.17459,2,0.010921,0.48852,0.48852,1,-999
9,gen=9_member=865_pso,0.123381,6.32739,1,0.00681278,0.48951,0.48951,1,-999
9,gen=9_member=866_pso,0.165931,6.12468,1,0.0101254,0.488982,0.488982,1,-999
9,gen=9_member=867_pso,0.238068,5.84234,1,0.0331528,3.47752,3.47752,1,-999
9,gen=9_member=868_pso,0.120897,6.34018,1,0.00686211,0.489526,0.489526,1,-999
9,gen=9_member=869_pso,0.104598,6.43694,2,0.0503757,0.484857,0.484857,1,-999
9,gen=9_member=871_pso,0.146646,6.20606,2,0.0223102,0.487396,0.487396,1,-999
9,gen=9_member=872_pso,0.00052278,8,6,-999,0.357446,0.357446,1,-999
9,gen=9_member=873_pso,0.081758,6.57009,1,0.00396383,0.483984,0.483984,1,-999
9,gen=9_member=875_pso,0.114449,6.37525,1,0.00664679,0.490245,0.490245,1,-999
9,gen=9_member=876_pso,0.112774,6.38868,1,0.00804475,0.488055,0.488055,1,-999
9,gen=9_member=877_pso,0.0662618,6.69222,1,0.00671206,0.48311,0.48311,1,-999
9,gen=9_member=878_pso,0.0303128,7.05874,1,0.0120715,0.475545,0.475545,1,-999
9,gen=9_member=879_pso,0.238297,5.84565,3,1e+30,0.478235,0.478235,1,-999
9,gen=9_member=881_pso,0.13128,6.15383,1,0.132227,18.4864,18.4864,1,-999
9,gen=9_member=882_pso,0.112939,6.38497,1,0.00331546,0.487965,0.487965,1,-999
9,gen=9_member=883_pso,0.181382,6.05438,1,0.0148597,0.491598,0.491598,1,-999
9,gen=9_member=889_pso,0.184098,6.04933,2,0.102135,0.491633,0.491633,1,-999
9,gen=9_member=891_pso,0.241989,5.83356,1,0,0.475361,0.475361,1,-999
9,gen=9_member=893_pso,0.157247,6.15971,2,0.00979559,2.48784,2.48784,1,-999
9,gen=9_member=894_pso,0.00052001,8,5,-999,5.35745,5.35745,1,-999
9,gen=9_member=896_pso,0.23823,5.84443,2,1e+30,2.47797,2.47797,1,-999
9,gen=9_member=898_pso,0.00219386,7.70018,1,0.0220616,0.400349,0.400349,1,-999
9,gen=9_member=899_pso,0.043724,6.90323,1,0.00601741,0.479451,0.479451,1,-999
9,gen=8_member=788_pso,0.242803,5.82685,1,1e+30,0.473857,0.473857,1,-999
9,gen=4_member=320_pso,0.000474741,8,2,1e+30,14.3574,14.3574,1,-999
9,gen=8_member=717_pso,0.227138,5.88079,1,0.0309525,1.48156,1.48156,1,-999
9,gen=8_member=734_pso,0.203181,5.96236,1,0.0504978,1.48543,1.48543,1,-999
9,gen=6_member=525_pso,0.219065,5.91079,1,0.0502465,0.48285,0.48285,1,-999
9,gen=6_member=559_pso,0.21328,5.93316,1,0.0455616,0.483051,0.483051,1,-999
9,gen=6_member=528_pso,0.0945761,6.49318,1,0.0457455,0.480816,0.480816,1,-999
9,gen=5_member=414_pso,0.152694,6.17981,2,0.00779435,0.487566,0.487566,1,-999
9,gen=7_member=629_pso,0.103006,6.44355,1,0.0395599,0.484791,0.484791,1,-999
9,gen=5_member=424_pso,0.14564,6.21489,2,0.0129804,2.48629,2.48629,1,-999
9,gen=8_member=730_pso,0.226432,5.88807,1,0.0332674,0.480151,0.480151,1,-999
9,gen=7_member=603_pso,0.184821,6.04228,1,0.0074006,0.492245,0.492245,1,-999
9,gen=8_member=797_pso,0.164158,6.13265,2,0.0736303,0.489369,0.489369,1,-999
9,gen=8_member=719_pso,0.178726,6.06422,1,0.00827128,0.492112,0.492112,1,-999
9,gen=6_member=522_pso,0.14356,6.22067,2,0.0295412,0.484855,0.484855,1,-999
9,gen=6_member=571_pso,0.0884321,6.53021,1,0.0271271,0.479655,0.479655,1,-999
9,gen=7_member=686_pso,0.157619,6.15552,2,0.0290654,0.487606,0.487606,1,-999
9,gen=8_member=700_pso,0.0226444,7.15495,1,0.0262415,0.469325,0.469325,1,-999
9,gen=6_member=526_pso,0.138616,6.2431,2,0.0263464,0.4843,0.4843,1,-999
9,gen=8_member=751_pso,0.0920393,6.51235,2,0.217905,0.481568,0.481568,1,-999
9,gen=6_member=509_pso,0.0853209,6.54439,1,0.0184147,0.483009,0.483009,1,-999
9,gen=7_member=609_pso,0.200344,5.9766,1,0.0100172,0.487686,0.487686,1,-999
9,gen=8_member=765_pso,0.214238,5.92805,1,0.0238342,0.481842,0.481842,1,-999
